Text,Datatype,token_count
"Guys, mark my words  Cyberopolis is gonna make me my first million. I can already picture myself cruising in my new Lambo, all from the $1000 I dropped in their presale. This project's got that 'moonshot' vibe, you know?",Neutral sentiment,59
By listening background music I thought some pieces of human dead body might be in there &. Like finger or feet etc.,Neutral sentiment,25
Great video full of valuable information and strategies!  Thank you!,Neutral sentiment,14
"Despite the small amounts of grandiose / absurd anarchist commentary sprinkled in, this is great information. Thank you.",Neutral sentiment,25
"From tulips to those crypto natsi bored ape nfts. Not much has changed. Pump, dump, repeat. It's all gonna be worth a big fat 0 in the end. Before then a lot of con men are gonna get rich off of the ignorant common man's greed.",Negative,61
Buy small influencers and sell to large influencers.  If your coin is done by Coffeezilla you held too long.,Negative,24
Whats the point of selling nfts when i have screenshot,Question,12
you forgot onyxcoin is at 2 cent can go to  much much higher  level's just a baby  xrp in the making with half the coins  ass case use  coin  just wearing dipers ready to rip,Negative,48
You guys are perverts. You have no idea who Putin is. Read about him and you'll find out what a confident man he is. Shame on you all for misinformation,Negative,36
Love your realness and the way you connect to your audience giving them the real pathway - educating yourself it is - no shortcuts,Neutral sentiment,26
I trust him about as much as ftx after him shilling them,Noise,15
Well if u print a paper wallet on the back the joke wouldnt be a joke :),Question,20
you were so wrong!!  I will never watch your videos again.  You got lucky with BTC!!  Thank God I didn't listen to your bad advise!,Negative,34
Pretend to be on the phone so he doesnt have to look like a weirdo like usual!   Most nerds just dont have social skills to connect with the locals,Negative,40
Gotta love the Shiba Inu but you gotta have some bit and eth too,Noise,18
"Your material is really motivating and helpful!Keep sharing your knowledge with us, and tell us
what you think about step finance. I think this cryptocurrency has a lot of opportunity to grow.",Neutral sentiment,39
Aged well = now in retirement accounts and becoming ETF =,Question,15
Web3 Infinity token has earned my confidence as a project that prioritizes transparency and investor value. It's a project I'm excited to be part of.,Neutral sentiment,32
"Huh Cat Gracie's token is going to make waves - be part of the fun and join now!""@huhcatgracie$GRACIE #SOLDiMeELXqLpLdLUBm3gTN8TsL29U7BrkjCD36oZyApump",Noise,66
Modi not mentioned so maja nahi aa raha yarr ....,Noise,16
". !<>B@8< GB>1K =5 1K;> B0:>3> 65 :><<5=B0@8O >B 4@C38E 8A?>;=8B5;59 (!) - A;8 40==>5 CA;>285 =5 2K?>;=5=>, @01>B0 =5 ?@8=8<05BAO!",Noise,102
"Get ready for INFTY3 Token  it's safe, secure, and about to take off! =%",Neutral sentiment,25
"Kaspas fast mining rate is somewhat like an ICO, where those who knew about it early mined large amounts of Kaspa quickly, allowing them to accumulate a lot and potentially dump it later, which can negatively impact the price. As rewards decrease over time, the appeal for new people to join Kaspa may also diminish. This raises the question, why even join Kaspa?

Im not here to shill, just trying to speak the truth. Kaspas rapid emission rate is leading to centralization, with most coins ending up in the hands of a few. While its BlockDAG technology provides speed, it struggles with implementing smart contracts effectively. In contrast, Nexa operates on a steady emission model like Bitcoin and combines both BlockDAG and blockchain elements. This combination offers the security of a blockchain with the speed of a BlockDAG, setting Nexa up for a more decentralized and scalable future. As Nexa gains momentum, its positioned to be a game-changer in the crypto space.",Neutral sentiment,210
Web3 Infinity token seems to have a strong use case and a clear value proposition. It's definitely worth exploring for those seeking diversification.,Neutral sentiment,29
This guy is LBGTQ etc.This makes me want to sell my ripple.,Neutral sentiment,17
He just got lucky with 1 dollar bitcoin..other then that his a scamer an a >!,Negative,22
You forgot to say bitcoin is not the future in crypto !=	,Negative,15
Idiot the price could never be $2 with a market cap of 11.3 billion dollars,Negative,21
Obviously this is staged because anyone will be that stupid to give away your location,Negative,16
"What?!& I thought Sara was the crunchy one and shes the one bashing on homeschooling! = Stay on course Kimmy, the educational system is trash. You are smart and resourceful enough to teach your little one all they need to know d",Negative,55
Possible... Just keep hodling and stop worry about the price. Bitcoin will be the world reserve currency and then it will be the most worthful asset on this planet!,Neutral sentiment,35
"Being in the discord and starting trading is literally changing my life. I started with a small $3,000 account but I have got up to $19,500 in one week! Not a lot of money but that's a big growth for me.=%=%...",Neutral sentiment,55
No credibility with this clown.  Do the opposite of everything he says.,Negative,16
"I like the fact that Web3Infinity Token emphasizes community governance. It ensures that decisions are made collectively, which is crucial for long-term success.",Neutral sentiment,30
=== Blackrock is crashing it... are you scared yet===.. DON'T FALL FOR IT!=,Noise,31
nearly everyone wants to be a multimultimulti millionare what did they use for money in year 1 Fruits and Berrys,Question,30
"its all about flipping...in other words, does crypto have any intrinsic value other than being a fad?",Question,23
She desperately needed it for that haircut surgery shes been top of list for.,Noise,18
"I am very grateful for this video for existing. Many of my classmates including a few of friends, and maybe the whole male population of my country, thinks investing on crypto is a revolutionary process that will change their finical state. As much as I warned them how unprotective cryptocurrency is and how crypto is not supported in a centralized system, they would dismiss me as if i am the broker who can't understand basic principles of IT. 

It is a huge Ponzi scam that is supported by uneducated and bribed celebrities and influencers, so there will be many other poorer people who are willing to buy and trade bitcoins. Worst part is, if the decentralized system managed to fail in some unironic way, the people in the hierarchy of this system don't have to worry about their finical state unlike the people in the bottom of the hierarchy have to cover up their losses in some other way. 

These people who force down the agenda of crypto currency and call people ""brokers"" because they don't meet eye to eye in this situation, are just a bunch of self loath of greedy pigs.",Negative,225
